iter	RMSE
492	14.60089556
493	14.58447273
494	14.57099711
495	14.57045098
496	14.56509279
497	14.56475319
498	14.55035138
499	14.54816789
500	14.54784999
501	14.54329532
502	14.54299162
503	14.53815291
504	14.53394496
505	14.51942457
506	14.51655665
507	14.51628137
508	14.5066164
509	14.50260718
510	14.4983115
511	14.49207833
512	14.48824709
513	14.47274073
514	14.4608123
515	14.45835907
516	14.44505566
517	14.4389859
518	14.43701536
519	14.43585115
520	14.42964475
521	14.4259336
522	14.42306581
523	14.42046223
524	14.41341782
525	14.41326295
526	14.40807911
527	14.39350084
528	14.38129248
529	14.36883222
530	14.36358428
531	14.35778713
532	14.351846
533	14.34707909
534	14.33325769
535	14.33271088
536	14.32037375
537	14.31987053
538	14.31798103
539	14.28742257
540	14.28123067
541	14.28089371
542	14.26731178
543	14.26550663
544	14.23319043
545	14.22849705
546	14.21716343
547	14.21530489
548	14.21419861
549	14.20892872
550	14.20502403
551	14.17525755
552	14.17049481
553	14.14479757
554	14.14375299
555	14.13317933
556	14.11998691
557	14.10760443
558	14.10717103
559	14.09345615
560	14.0923081
561	14.0918079
562	14.07965472
563	14.0786197
564	14.0659259
565	14.05521777
566	14.04402638
567	14.03231322
568	14.03069522
569	14.03025126
570	14.0247656
571	14.02221286
572	14.01736045
573	14.00269427
574	13.99188743
575	13.99175604
576	13.97955222
577	13.96900398
578	13.96767168
579	13.95574124
580	13.92743919
581	13.92730823
582	13.89672734
583	13.8965937
584	13.86858225
585	13.86590155
586	13.86489626
587	13.86318508
588	13.85343638
589	13.8522347
590	13.8372861
591	13.83607144
592	13.82577634
593	13.81460856
594	13.8142867
595	13.80764274
596	13.80619487
597	13.80168352
598	13.79806819
599	13.76992
600	13.76900312
601	13.75643941
602	13.75588076
603	13.74526092
604	13.74101323
605	13.71533414
606	13.71419504
607	13.71154066
608	13.698963
609	13.69711381
610	13.67204804
611	13.66922229
612	13.65626655
613	13.65364597
614	13.65249828
615	13.64733909
616	13.64656603
617	13.62247231
618	13.61998274
619	13.60817012
620	13.60719967
621	13.60480282
622	13.57996138
623	13.56972656
624	13.56903442
625	13.54208878
626	13.53965982
627	13.53815437
628	13.53423878
629	13.52941472
630	13.52835317
631	13.50574505
632	13.4778107
633	13.47720715
634	13.47086117
635	13.46045869
636	13.45676481
637	13.45256895
638	13.45158169
639	13.44966446
640	13.42899993
641	13.42346602
642	13.39735692
643	13.39217989
644	13.38975396
645	13.38671461
646	13.38414196
647	13.35700366
648	13.3535784
649	13.32878165
650	13.31898898
651	13.2960758
652	13.27029228
653	13.26317232
654	13.26094895
655	13.25094366
656	13.24587865
657	13.24106786
658	13.23839651
659	13.23259711
660	13.23157431
661	13.22257993
662	13.22026897
663	13.21792429
664	13.20812696
665	13.20276926
666	13.19855091
667	13.19366013
668	13.18916989
669	13.18432008
670	13.18025118
671	13.17499186
672	13.17055558
673	13.16163354
674	13.15023974
675	13.13049433
676	13.12108229
677	13.118733
678	13.114273
679	13.11398428
680	13.10942081
681	13.09964719
682	13.08990386
683	13.08889503
684	13.08672832
685	13.06225046
686	13.060158
687	13.05456177
688	13.04765661
689	13.02767825
690	13.01885746
691	13.009108
692	13.00725094
693	12.98290746
694	12.98208161
695	12.9599337
696	12.93913301
697	12.92770272
698	12.90897269
699	12.89794838
700	12.89404922
701	12.88350412
702	12.88296375
703	12.86006363
704	12.85942191
705	12.85490331
706	12.84797865
707	12.84504136
708	12.83595923
709	12.83526129
710	12.82719147
711	12.81706059
712	12.81637494
713	12.80287583
714	12.80224487
715	12.80160264
716	12.79410654
717	12.78483824
718	12.78065175
719	12.7626686
720	12.76113016
721	12.7592007
722	12.75643619
723	12.74775306
724	12.74675
725	12.7464808
726	12.73877522
727	12.73786973
728	12.73188646
729	12.73097306
730	12.71699902
731	12.7040925
732	12.69160243
733	12.68047522
734	12.68031314
735	12.67873656
736	12.67485478
737	12.66621049
738	12.65278047
739	12.65043757
740	12.64014009
741	12.63599458
742	12.62670801
743	12.62613642
744	12.62418195
745	12.6066882
746	12.60618352
747	12.60272007
748	12.59899231
749	12.59852806
750	12.59662289
751	12.59451382
752	12.59383091
753	12.59215554
754	12.59115302
755	12.58924822
756	12.58054654
757	12.57809879
758	12.56912437
759	12.55989734
760	12.55361622
761	12.55017804
762	12.5416869
763	12.52490962
764	12.52343131
765	12.5157498
766	12.50722943
767	12.50658096
768	12.50375682
769	12.49789325
770	12.4953498
771	12.49512233
772	12.48583606
773	12.48080979
774	12.48032909
775	12.4781678
776	12.47756543
777	12.46957436
778	12.45279046
779	12.4481747
780	12.4475856
781	12.44207122
782	12.4337397
783	12.4302628
784	12.42161562
785	12.42074643
786	12.42031666
787	12.41522498
788	12.41508723
789	12.41118867
790	12.41032341
791	12.40222823
792	12.39062831
793	12.39028033
794	12.38632301
795	12.38550408
796	12.36682356
797	12.35862274
798	12.35145943
799	12.34670229
800	12.3463001
801	12.34380474
802	12.32748536
803	12.31935544
804	12.31511337
805	12.29323086
806	12.28376353
807	12.28306335
808	12.27570448
809	12.27164555
810	12.26723598
811	12.26668796
812	12.25963478
813	12.25907628
814	12.25772074
815	12.25349759
816	12.23333546
817	12.21033481
818	12.20537341
819	12.20316647
820	12.18709533
821	12.18470848
822	12.18382974
823	12.18319906
824	12.1769699
825	12.17667769
826	12.16493469
827	12.16444727
828	12.1626487
829	12.16075787
830	12.15671833
831	12.14568107
832	12.14395555
833	12.13154366
834	12.12396665
835	12.11947921
836	12.11825461
837	12.11440708
838	12.10354791
839	12.10052761
840	12.09895862
841	12.08182516
842	12.0605977
843	12.05749881
844	12.04089774
845	12.04062373
846	12.04043784
847	12.04004936
848	12.03927185
849	12.03892336
850	12.0347854
851	12.03258812
852	12.02872321
853	12.02802142
854	12.02663785
855	12.01978224
856	12.01812849
857	12.01450028
858	12.01256117
859	12.01077135
860	12.01034455
861	11.99084786
862	11.9741997
863	11.96688118
864	11.94601623
865	11.94197763
866	11.92280623
867	11.91840443
868	11.91496424
869	11.91095806
870	11.90904419
871	11.90534084
872	11.9015772
873	11.89516504
874	11.89502228
875	11.89325998
876	11.8917333
877	11.87521505
878	11.87366619
879	11.86709801
880	11.85850325
881	11.84179353
882	11.84150942
883	11.84105725
884	11.8289239
885	11.82216246
886	11.81614408
887	11.81541205
888	11.80513665
889	11.80361442
890	11.80090656
891	11.79985639
892	11.79851928
893	11.79687859
894	11.7967515
895	11.788112
896	11.78131462
897	11.77984147
898	11.77863763
899	11.77844709
900	11.7777354
901	11.77151068
902	11.76876328
903	11.7532499
904	11.7522717
905	11.75158001
906	11.74829645
907	11.74662019
908	11.74503214
909	11.74066609
910	11.7401668
911	11.73869337
912	11.73858037
913	11.73271609
914	11.72521892
915	11.72379196
916	11.71756742
917	11.69913921
918	11.69645024
919	11.6950249
920	11.69377568
921	11.676867
922	11.67452129
923	11.67171577
924	11.67112732
925	11.67068212
926	11.66254626
927	11.65282205
928	11.65225723
929	11.65136642
930	11.65083615
931	11.6454069
932	11.64488793
933	11.63703439
934	11.62004294
935	11.61861511
936	11.6173487
937	11.61010744
938	11.60957798
939	11.60910858
940	11.60455636
941	11.60305948
942	11.60040445
943	11.59993039
944	11.59463405
945	11.59108144
946	11.57527393
947	11.57021603
948	11.55450563
949	11.54817032
950	11.54111443
951	11.53943989
952	11.53287801
953	11.53181063
954	11.52692028
955	11.52565852
956	11.52241088
957	11.52195813
958	11.51952056
959	11.51816138
960	11.51682738
961	11.515638
962	11.51218304
963	11.51178791
964	11.51136116
965	11.50463233
966	11.49703542
967	11.49044525
968	11.48548468
969	11.48116494
970	11.48098422
971	11.4748582
972	11.47344213
973	11.47046209
974	11.46716475
975	11.46698857
976	11.46537082
977	11.45837098
978	11.45791402
979	11.45740526
980	11.45275132
981	11.44825062
982	11.4475747
983	11.44716308
984	11.44132326
985	11.44088057
986	11.43948811
987	11.43931838
988	11.43573621
989	11.43398949
990	11.43158592
991	11.42657158
992	11.41994157
993	11.41437397
994	11.41279766
995	11.41087466
996	11.40787643
997	11.40571103
998	11.40529315
999	11.39836063
